Timestamp,Value
1640879359890,9.86126430098126
1640879359987,10.174734893438957
1640879360086,10.585152440853411
1640879360185,8.457217767673127
1640879360284,11.161452719219486
1640879360385,10.966405179448463
1640879360496,9.972325230693707
1640879360590,13.823083313091956
1640879360689,9.34358294180432
1640879360795,11.534156634373836
1640879360896,8.010575703589337
1640879360998,9.59999022556942
1640879361102,14.720644048209591
1640879361213,8.679318541905651
1640879361307,9.341669574539365
1640879361422,8.460753264838429
1640879361511,8.505025752390457
1640879361611,8.224557651599254
1640879361714,8.275600059556526
1640879361817,7.771753736139539
1640879362158,6.874235528090015
1640879362218,9.527000647720595
1640879362321,9.583586091038903
1640879362425,9.673163694079076
1640879362525,7.57078149770131
1640879362627,9.788439879123066
1640879362731,7.997049681846099
1640879362834,10.98957439555578
1640879362933,17.407912464613997
1640879363032,8.131285963153363
1640879363136,10.252204671728954
1640879363237,7.1713972600244595
1640879363339,7.446983166326795
1640879363440,14.553725702577514
1640879363544,6.918752817296566
1640879363644,8.005226888540522
1640879363746,9.026394048891017
1640879363846,15.834603477000694
1640879363951,8.236453291822034
1640879364050,10.93608391596925
1640879364352,21.313249937932635
1640879364455,6.8564788607717775
1640879364559,9.29826089922371
1640879364660,8.285907874940616
1640879364764,14.2491774800881
1640879364865,8.23626712350802
1640879364967,10.34246203893542
1640879365069,6.66572873112516
1640879365174,9.838417229782323
1640879365275,21.73656644877249
1640879365378,6.2506599225440285
1640879365480,9.93639003985326
1640879365582,7.763828148909963
1640879365683,12.363111227502788
1640879365783,11.955438958871161
1640879365887,11.133532700116977
1640879365988,8.82674790744644
1640879366089,9.324954419687472
1640879366192,14.73331781047275
1640879366293,7.493768598054334
1640879366629,10.655408304740103
1640879366695,16.129156613714535
1640879366797,7.39131516877229
1640879366899,9.69707634198457
1640879366999,8.265562898491757
1640879367102,6.332234233823211
1640879367203,16.122375483101706
1640879367306,6.941091546162468
1640879367415,9.685141862417868
1640879367512,9.445420954941177
1640879367615,14.366924761662776
1640879367714,8.968626573001005
1640879367820,10.293932098523836
1640879367918,7.746839455266316
1640879368023,10.932466481015
1640879368125,18.15795085183807
1640879368234,5.004794947860559
1640879368329,11.036636267062537
